date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:15	8015/8015	---M-Z	200	added ('OK')	text/html	etag:%221f4f-56febd967a7c0-gzip%22	https://kpowers.se/demo/html/aero/bubbles/post-video.html	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/post-video.html	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
14:24:16	423893/423893	---M--	200	added ('OK')	image/jpeg	etag:%22677d5-56f7b55851980%22	https://kpowers.se/demo/html/aero/bubbles/img/posts/2.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/posts/2.jpg	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
14:24:16	63728/63728	---M--	200	added ('OK')	image/jpeg	etag:%22f8f0-56e332255f780%22	https://kpowers.se/demo/html/aero/bubbles/img/posts/3.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/posts/3.jpg	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
14:24:17	8028/8028	---M-Z	200	added ('OK')	text/html	etag:%221f5c-56febd90c1a40-gzip%22	https://kpowers.se/demo/html/aero/bubbles/post-image.html	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/post-image.html	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
14:24:18	29708/29708	---M--	200	added ('OK')	image/jpeg	etag:%22740c-56f4ce94eb380%22	https://kpowers.se/demo/html/aero/bubbles/img/portfolio/2.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/portfolio/2.jpg	(from https://kpowers.se/demo/html/aero/bubbles/single-slideshow.html)
14:24:19	27869/27869	---M--	200	added ('OK')	image/jpeg	etag:%226cdd-56f4ce94eb380%22	https://kpowers.se/demo/html/aero/bubbles/img/portfolio/1.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/portfolio/1.jpg	(from https://kpowers.se/demo/html/aero/bubbles/single-slideshow.html)
14:24:23	126473/126473	---M--	200	added ('OK')	image/jpeg	etag:%221ee09-56f75f3e0b540%22	https://kpowers.se/demo/html/aero/bubbles/img/video.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/video.jpg	(from https://kpowers.se/demo/html/aero/bubbles/single-video.html)
14:24:24	39553/39553	---M--	200	added ('OK')	image/jpeg	etag:%229a81-56f4ce94eb380%22	https://kpowers.se/demo/html/aero/bubbles/img/portfolio/4.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/portfolio/4.jpg	(from https://kpowers.se/demo/html/aero/bubbles/single-image.html)
14:24:24	3721/3721	---M--	200	added ('OK')	image/jpeg	etag:%22e89-56e3329f71780%22	https://kpowers.se/demo/html/aero/bubbles/img/comment.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/comment.jpg	(from https://kpowers.se/demo/html/aero/bubbles/post-slideshow.html)
14:24:25	3574/3574	---M--	200	added ('OK')	image/jpeg	etag:%22df6-56e3329f71780%22	https://kpowers.se/demo/html/aero/bubbles/img/comment2.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/comment2.jpg	(from https://kpowers.se/demo/html/aero/bubbles/post-slideshow.html)
14:24:26	4157/4157	---M--	200	added ('OK')	image/jpeg	etag:%22103d-56e3329f71780%22	https://kpowers.se/demo/html/aero/bubbles/img/comment3.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/comment3.jpg	(from https://kpowers.se/demo/html/aero/bubbles/post-slideshow.html)
14:24:32	8325742/8325742	---M--	200	added ('OK')	video/mp4	etag:%227f0a6e-56f75bd662cc0%22	https://kpowers.se/demo/html/aero/bubbles/img/video.mp4	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/video.mp4	(from https://kpowers.se/demo/html/aero/bubbles/single-video.html)
14:24:35	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:33%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/portfolio/5.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/portfolio/5.jpg	(from https://kpowers.se/demo/html/aero/bubbles/index.html)
14:24:35	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:33%20GMT	https://kpowers.se/demo/html/aero/bubbles/js/main.js	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/js/main.js	(from https://kpowers.se/demo/html/aero/bubbles/index.html)
14:24:35	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:33%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/about.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/about.jpg	(from https://kpowers.se/demo/html/aero/bubbles/about.html)
14:24:36	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:35%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/team/1.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/team/1.jpg	(from https://kpowers.se/demo/html/aero/bubbles/about.html)
14:24:36	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:35%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/team/2.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/team/2.jpg	(from https://kpowers.se/demo/html/aero/bubbles/about.html)
14:24:36	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:35%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/posts/1.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/posts/1.jpg	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
14:24:36	233581/233581	UR-MCZ	200	added ('OK')	application/javascript	etag:%223906d-56fa2eb159ac0-gzip%22	https://kpowers.se/demo/html/aero/bubbles/js/assets.min.js	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/js/assets.min.js	(from https://kpowers.se/demo/html/aero/bubbles/index.html)
14:24:37	320/320	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Jul%202018%2008:54:36%20GMT	https://kpowers.se/demo/html/aero/bubbles/css/owl.video.play.png	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/css/owl.video.play.png	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:38	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:37%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/posts/2.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/posts/2.jpg	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
14:24:38	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:37%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/video.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/video.jpg	(from https://kpowers.se/demo/html/aero/bubbles/single-video.html)
14:24:38	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:37%20GMT	https://kpowers.se/demo/html/aero/bubbles/img/portfolio/4.jpg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/img/portfolio/4.jpg	(from https://kpowers.se/demo/html/aero/bubbles/single-image.html)
14:24:39	99704/99704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218578-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.eot	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.eot	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:40	99704/99704	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218578-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.eot?	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400d41d.eot	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:40	55144/55144	---M--	200	added ('OK')	text/html	etag:%22d768-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.woff2	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.html	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:41	64392/64392	---M--	200	added ('OK')	application/font-woff	etag:%22fb88-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.woff	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.woff	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:43	99468/99468	---M--	200	added ('OK')	application/font-sfnt	etag:%221848c-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.ttf	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.ttf	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:44	30788/30788	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227844-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.eot	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.eot	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:45	30788/30788	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%227844-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.eot?	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400d41d.eot	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:46	511707/511707	---M--	200	added ('OK')	image/svg+xml	etag:%227cedb-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.svg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-brands-400.svg	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:46	12216/12216	---M--	200	added ('OK')	text/html	etag:%222fb8-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.woff2	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.html	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:47	14672/14672	---M--	200	added ('OK')	application/font-woff	etag:%223950-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.woff	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.woff	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:48	30560/30560	---M--	200	added ('OK')	application/font-sfnt	etag:%227760-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.ttf	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.ttf	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:50	103937/103937	---M--	200	added ('OK')	image/svg+xml	etag:%2219601-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.svg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-regular-400.svg	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:51	115148/115148	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1cc-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.eot	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.eot	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:52	115148/115148	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221c1cc-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.eot?	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900d41d.eot	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:54	44068/44068	---M--	200	added ('OK')	text/html	etag:%22ac24-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.woff2	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.html	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:54	55484/55484	---M--	200	added ('OK')	application/font-woff	etag:%22d8bc-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.woff	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.woff	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:56	114928/114928	---M--	200	added ('OK')	application/font-sfnt	etag:%221c0f0-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.ttf	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.ttf	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:56	391/391	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sun,%2015%20Jul%202018%2008:54:55%20GMT	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.woff	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.woff	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:24:57	6858/6858	---M--	200	added ('OK')	text/html	etag:%221aca-56febd9e1b9c0%22	https://kpowers.se/demo/html/aero/bubbles/single-video.html	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/single-video.html	(from https://kpowers.se/demo/html/aero/bubbles/index.html)
14:24:58	420283/420283	---M--	200	added ('OK')	image/svg+xml	etag:%22669bb-56984d96dbb00%22	https://kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.svg	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/webfonts/fa-solid-900.svg	(from https://kpowers.se/demo/html/aero/bubbles/css/assets.min.css)
14:25:00	8183/8183	---M--	200	added ('OK')	text/html	etag:%221ff7-56febd939e100%22	https://kpowers.se/demo/html/aero/bubbles/post-slideshow.html	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/post-slideshow.html	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
14:25:00	8015/8015	---M--	200	added ('OK')	text/html	etag:%221f4f-56febd967a7c0%22	https://kpowers.se/demo/html/aero/bubbles/post-video.html	/Users/tarunangrish/websites/Aero/kpowers.se/demo/html/aero/bubbles/post-video.html	(from https://kpowers.se/demo/html/aero/bubbles/blog.html)
